,Name,Question,Answer
2000,Kit With 8 Boxes Soap Bar Natura Tododia 90g Original,What fragrances do you have available?,Todas da revista:)06/03/2020
2001,Kit With 8 Boxes Soap Bar Natura Tododia 90g Original,"Good morning, what fragrances do you have?",All of the magazine's current portfolio.22 / 02/2020
2002,Kit With 8 Boxes Soap Bar Natura Tododia 90g Original,Aonde na compra que envio mensagem? Rsrs,"After completing the purchase, you go to My Purchases and then the View Messages field appears. See if it helps."
2003,Kit With 8 Boxes Soap Bar Natura Tododia 90g Original,"Good morning, can I order the fragrances I want?","Hi! Yes, send us by message, within the purchase. Thank you for choosing us!"
2004,Kit With 8 Boxes Soap Bar Natura Tododia 90g Original,Bom dia!! Quais as fragrâncias que tem?,"Hi! We have the following fragrances: Rosemary and Sage, Cotton, Macadamia, Lemon Leaf and Soursop, Lime and Orange Blossom, Plum and Cherry Blossom, Red Fruits, Raspberry and Pink Pepper, Raspberry and Red Pepper, Cherry and Hazelnut, Blossom Lís, Noz Peçã and Caritê, Hazelnut and Cassis Natura Express thanks you for your preference! Offers link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ07/11/2019"
2005,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Okay. I was interested in the relaxing bottle option.,"I understand, I believe that next month we will have available. Att05 / 09/2020"
2006,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Mas séria a linha relaxante que tem na garrafinha de plástico. E a linha erva doces sabonete de 20g,"Hello, we only have the traditional ones, the fennel only this one of 13 grams. If you wish we have other options of 20g, fragrance pitanga and Brazil nut 05/09/2020"
2007,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Hi good morning. I would like to know the link to buy the 2 in 1 Relaxing shampoo and soap 20g line.,"Good afternoon, follow the link for the fennel shampoo: https://produto.mercadolivre.com.br/MLB-1146967816-kit-200-shampoo-e-condicionador-2-em-1-30-ml-sach-erva -sweet-hotel-inn-free-shipping-_JM05 / 09/2020"
2008,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Good morning the base hospital in our city is in need of a lot due to the covid if we buy a thousand units do you guys get a discount please ??,Bom dia! C9nseguimos por 290. Segue o link: https://produto.mercadolivre.com.br/MLB-1087480588-kit-1000-mini-sabonete-13-gr-hotel-motel-pousada-erva-doce-_JM17/07/2020
2009,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,"Good Morning! I would like a kit with 500 shampoo, 500 soap and toothbrush! You have? What the value?","Hello, the brush needs to be ordered separately, as for that shampoo / soap you want I have the kit with 200/500. https://produto.mercadolivre.com.br/MLB-1148396654-kit-500-sabonetes-13-gr-e-200-shampoo-2-em-1-hotel-erva-doce-_JM?quantity=110/ 07/2020"
2010,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Queria kit Sabinete Shampo E Escova de dente. 200. Vc faz?,"Good night! We have the kit with 200 brushes, you can add to the cart and buy together with the soap and shampoo. Follow the link: https: //produto.mercadolivre.com.br/MLB-1225793199-escova-dental-descartavel-com-sach-de-creme-dental-200-unid-_JM21/05/2020"
2011,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Vc vende kit ? Tem Link?,"Good Morning! Yes, we do, follow the link: https://produto.mercadolivre.com.br/MLB-1148396654-kit-500-sabonetes-13-gr-e-200-shampoo-2-em-1-hotel-erva-doce -_JM20 / 05/2020"
2012,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,It's my second order. Really enjoyed,"We are happy to know, We will continue to be available; 18/05/2020"
2013,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,Thanks,We thank you for your preference !!! 05/18/2020
2014,Mini Soap Kit 13 Gr Hotel Motel Pousada Erva Doce,I still haven't received a communication about my purchase. I already entered the payment,"Hello, Sônia! We located your order in the system, it will be posted today. We are still available; 18/05/2020"
2015,Sabonete Granado Vegetal Glicerina 90g ( Caixa De 10 Pcts),"Boa noite! Eu vou fazer o pedido desse sabonete, eu estou tentando comprar mais coisa com vc, pra nao pagar frete. Nao estou achando oleo vegetal pueo 100% de rosa mosqueta e oleo essencial de lavanda?",https://produto.mercadolivre.com.br/MLB-1303946909-oleo-corporal-relaxante-de-lavanda-weleda-100ml-_JM27/08/2020
2016,Sabonete Granado Vegetal Glicerina 90g ( Caixa De 10 Pcts),"Good night! I'm going to order this soap, I'm trying to buy more with you, so I don't have to pay shipping. I'm not finding 100% rosehip vegetable oil and lavender essential oil?",https://produto.mercadolivre.com.br/MLB-1303946909-oleo-corporal-relaxante-de-lavanda-weleda-100ml-_JM27/08/2020
2017,Sabonete Granado Vegetal Glicerina 90g ( Caixa De 10 Pcts),Good night!!! Is the soap the same in this packaging? Traditional HYPOELERGENIC ?.,"Hi! The product is exactly as shown in the photo. We await your request. Aug 17, 2020"
2018,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"Good afternoon, I need to buy the unit, here I can only buy 10 or 20. I'm looking for 12 or 14, could you create the ad for me?",segue link por unidade http://produto.mercadolivre.com.br/MLB-728988266-1-sabonete-natural-suavetex-c-extrato-orgnico-camomila-80-g-_JM09/03/2018
2019,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"Olá, quais são os ingredientes usados no sabonete por favor","Boa noite SABRINANOGSOU segundo o fabricante: Massa-base vegetal - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract.22/02/2018"
2020,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"You can tell me the PH of the soap, thanks",Boa tarde COLOMEJOAN não temos esta informação no momento mas já solicitamos ao fabricante e amanhã teremos a resposta05/02/2018
2021,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,Qual a data de validade?,Boa tarde RAYANEVANESSAVANESSA Validade: mar/201903/01/2018
2022,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,I want these 10 soaps and I also want a Sporão olive oil that you have advertised for R $ 35.00. How much is shipping for my zip code 04071-070?,Good afternoon CASSIO_TS the freight will leave around R $ 8.90 follows the link of the kit https://produto.mercadolivre.com.br/MLB-950022374-10-sabonete-suavetex-extrato-orgn-camomila-80-g -azeite-_JM14 / 12/2017
2023,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,Boleto payment made today. I await confirmation and the tracking code for sending them. Thanks,"Como vai, PRIX_77? Ok, o pagamento via boleto pode levar até 2 dias para ser confirmado pelo Mercado Livre e assim que for confirmado enviaremos a encomenda e postaremos aqui o código de rastreio. Veja outros produtos no link http://lista.mercadolivre.com.br/_OrderId_PRICE_eshop_bella*donna123 Feliz 2017 Carla, equipe BELLA_DONNA123.12/01/2017"
2024,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,THIS SOAP HAS PARABENS IN THE FORMULA,"Olá, OLIVA 2012. Composição segundo o fabricante: Massa-base vegetal - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract. Agradecemos o seu contato e ficamos à disposição para outras dúvidas. Atenciosamente, Laiza, equipe BELLA_DONNA123.15/12/2016"
2025,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,On 07.11 I will contact you to close a deal ok?,"Good night, BEKA21. ok enjoy to see other products in the link http://lista.mercadolivre.com.br/_OrderId_PRICE_eshop_bella*donna123 We thank you for your interest Fernando, team BELLA_DONNA123.27 / 10/2016"
2026,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"It has five units + four toothpaste and mouth rinse, if you can do free shipping on this kit for me, I await response","Boa Noite, BEKA21. Sai R$ 129,90 Agradecemos o seu contato e ficamos à disposição para outras dúvidas. Um grande Abraço Fernando, equipe BELLA_DONNA123.27/10/2016"
2027,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"Boa tarde, preciso comprar a unidade, aqui só consigo comprar 10 ou 20. Estou querendo 12 ou 14, poderia criar o anuncio da unidade pra mim?",segue link por unidade http://produto.mercadolivre.com.br/MLB-728988266-1-sabonete-natural-suavetex-c-extrato-orgnico-camomila-80-g-_JM09/03/2018
2028,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"Hello, what are the ingredients used in the soap please","Boa noite SABRINANOGSOU segundo o fabricante: Massa-base vegetal - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract.22/02/2018"
2029,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"You can tell me the PH of the soap, thanks",Good afternoon COLOMEJOAN we do not have this information at the moment but we have already requested the manufacturer and tomorrow we will have the answer05 / 02/2018
2030,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,What is the expiration date?,Boa tarde RAYANEVANESSAVANESSA Validade: mar/201903/01/2018
2031,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,I want these 10 soaps and I also want a Sporão olive oil that you have advertised for R $ 35.00. How much is shipping for my zip code 04071-070?,Good afternoon CASSIO_TS the freight will leave around R $ 8.90 follows the link of the kit https://produto.mercadolivre.com.br/MLB-950022374-10-sabonete-suavetex-extrato-orgn-camomila-80-g -azeite-_JM14 / 12/2017
2032,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,Boleto payment made today. I await confirmation and the tracking code for sending them. Thanks,"How are you, PRIX_77? Ok, payment via boleto can take up to 2 days to be confirmed by Mercado Livre and once it is confirmed we will send the order and post the tracking code here. See other products in the link http://lista.mercadolivre.com.br/_OrderId_PRICE_eshop_bella*donna123 Feliz 2017 Carla, team BELLA_DONNA123.12 / 01/2017"
2033,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,THIS SOAP HAS PARABENS IN THE FORMULA,"Hello, OLIVA 2012. Composition according to manufacturer: Vegetable base mass - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract. We appreciate your contact and are available for further questions. Sincerely, Laiza, team BELLA_DONNA123.15 / 12/2016"
2034,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,On 07.11 I will contact you to close a deal ok?,"Good night, BEKA21. ok enjoy to see other products in the link http://lista.mercadolivre.com.br/_OrderId_PRICE_eshop_bella*donna123 We thank you for your interest Fernando, team BELLA_DONNA123.27 / 10/2016"
2035,10 Sabonete Natural Suavetex Extrato Orgânico Camomila 80 G,"Tem em cinco unidades +quatro pasta dental e enxágue bucal,se pode fazer frete grátis neste kit para mim,aguardo resposta","Boa Noite, BEKA21. Sai R$ 129,90 Agradecemos o seu contato e ficamos à disposição para outras dúvidas. Um grande Abraço Fernando, equipe BELLA_DONNA123.27/10/2016"
2036,Asepxia Soap Bar Formula Forte 85 Gr,Is it an old formula? I hated the new formula. If it's an old formula I want all your stock.,"Ola! É um prazer tê-lo(a) como nosso(a) cliente, informamos que todos nossos anúncios oferecem Mercado Pago para sua maior segurança, somos Mercado Líder, um dos melhores do site. Bom dia,só vamos ter com a nova formula,obrigado .Esperamos ter solucionado todas as suas dúvidas e estamos a sua disposição. Att equipe Drogaria Confiança24/06/2018"
2037,Sabonete Dermatológico Normaderm Vichy - 70g,Hello. Do you have the 15grs soap?,Boa tarde! Não temos. Att.23/12/2019
2038,Sabonete Dermatológico Normaderm Vichy - 70g,Hello. Do you have the 15grs soap?,Good afternoon! We do not have. Att.23 / 12/2019
2039,Kit 10 Aroeira Soaps Native Art 100g In stock,sell unit?,"Hello good afternoon! At the moment we have not registered the sale per unit. How many do you want to acquire? Best regards, Loja dos Naturais Team28 / 08/2020"
2040,Classic Kanitz Lavender Soap Box With 3 Of 150 Gr Each,At the drugstore Venâncio it is 22.00 already with delivery fee.,Ok Thanks for letting us know we already made contact with the Factory.
2041,Classic Kanitz Lavender Soap Box With 3 Of 150 Gr Each,With 3 yes !!!!,OK thank you i'm paying too much then 10/12/2019
2042,Classic Kanitz Lavender Soap Box With 3 Of 150 Gr Each,I bought it at Venâncio drugstore for 17.90),With 3? 07/12/2019
2043,Classic Kanitz Lavender Soap Box With 3 Of 150 Gr Each,At the drugstore Venâncio it is 22.00 already with delivery fee.,Ok Obrigada por avisar já fizemos contato com a Fábrica.16/12/2019
2044,Classic Kanitz Lavender Soap Box With 3 Of 150 Gr Each,With 3 yes !!!!,OK thank you i'm paying too much then 10/12/2019
2045,Classic Kanitz Lavender Soap Box With 3 Of 150 Gr Each,"Comprei na drogaria Venâncio por 17,90)",Com 3 ?07/12/2019
2046,Coconut Soap Bar Granado 100 Gr 3 Units,is this product original?,"Good morning, yes it is original, thank you."
2047,Granado Traditional Glycerin Soap 90g (24 Units),Vocês vendem shampoos de alguma marca em quantidade também?,Ola! desse modelo ?29/06/2020
2048,Granado Traditional Glycerin Soap 90g (24 Units),"If I buy now, can you send me the box that expires in 2023 for sure?",All! σημ29 / 06/2020
2049,Granado Traditional Glycerin Soap 90g (24 Units),Digo a validade.,Ola! temos com 05/202326/06/2020
2050,Granado Traditional Glycerin Soap 90g (24 Units),Wouldn't you have a box for 2022?,Ola! temos com 05/202326/06/2020
2051,Granado Traditional Glycerin Soap 90g (24 Units),What is the average shelf life of the box?,"Olá bom dia, validade para 202125/06/2020"
2052,"Cuide-se Bem Sabonete Em Barra Leite E Mel, 2 Unidades",Quais são as caixas disponíveis no estoque?,"Flor de Lis, ameixa e flor de cereja,noz peça e karite,uma de macadâmia,uma de cereja e avelã. obrigada.se for efetuar a compra me avise para separar. obrigada29/12/2018"
2053,"Cuide-se Bem Sabonete Em Barra Leite E Mel, 2 Unidades","Good night, do you accept credit cards? If I order 4 kits, would the shipping be free? Would you have stock?","Yes, it accepts card. Above 120 free shipping."
2054,"Cuide-se Bem Sabonete Em Barra Leite E Mel, 2 Unidades","Good evening, I would like to know what fragrances are available from the soaps, please?","Good night, liz blossom, pecan and karite nut, cherry and hazelnut, macadamia, plum .12 / 09/2018"
2055,Mistureba Sabonete Em Barra Sortido Naturé - 4und De 90g,Good Morning! what is the expiration date of the soaps?,Good Morning! Validity for 11/2022. We appreciate your contact and any other questions we are available01 / 10/2020
2056,Soap Bar Vegetable Mommy And Baby - 5un Of 100g Each,what is the validity?,01/2231/08/2020
2057,Soap Bar Vegetable Mommy And Baby - 5un Of 100g Each,hi have ready delivery?,Yes prompt delivery06 / 03/2020
2058,Sabonete Leite De Cabra 100g Suavitrat - Kit C/25 Unidades,"Please, the soap comes in a size of 15 grams, for every 01 soap 02 of 15 grams?","Good Morning! This kit contains only 25 100g soaps. We can send you 5 units of mini gift soaps for you to try. We are at your disposal. Att, Bella Space Team.08 / 09/2020"
2059,Sabonete Leite De Cabra 100g Suavitrat - Kit C/25 Unidades,Do you have the smoothitrat goat's milk shampoo and conditioner?,"Good night! At the moment we only have the conditioner Leite de Cabra. The shampoo is missing from the factory. Att, Bella Space Team.27 / 06/2020"
2060,Sabonete Leite De Cabra 100g Suavitrat - Kit C/25 Unidades,What if it goes to the address: CEP 01331040?,"Boa tarde! Para consultar o valor do frete basta informar o seu cep, pois o Mercado Livre disponibiliza desconto de acordo com a sua pontuação do Mercado Pontos. Att, Equipe Espaço Bella.26/01/2020"
2061,Sabonete Leite De Cabra 100g Suavitrat - Kit C/25 Unidades,frete sul 83820476,"Good night! To find out the shipping cost, just enter your zip code, as Mercado Livre is granting a discount according to the score of the Points Market of each user. Doubts are available. Att, Bella Space Team.20 / 12/2019"
2062,Sabonete Leite De Cabra 100g Suavitrat - Kit C/25 Unidades,So the free market is doing misleading advertising. https://lista.mercadolivre.com.br/sabonete-de-leite-de-cabra#D{A:sabonete%20de%20leite%20de%20cabra],"Good afternoon! If your doubt persists, I ask you to contact Mercado Livre directly, as all freight is automatically generated by the platform. Doubts are available. Sincerely, Bella Space Team.01 / 10/2019"
2063,Sabonete Leite De Cabra 100g Suavitrat - Kit C/25 Unidades,Por que em uma parte do Mercado Livre informa que o frete é grátis e quando entro no anuncio aparece um frete?,"Boa tarde! O Mercado Livre não está disponibiliza Frete Grátis para as regiões Norte e Nordeste, exceto algumas cidades. Em Algumas situações mesmo não sendo dessa localidade pode ocorrer a cobrança do frete, devido ao peso, distância e valor do produto. Porém, o Mercado Livre está gerando desconto no valor do frete através do Mercado Pontos (Quando essa situação ocorre) para consultar basta inserir seu Cep, esse desconto é gerado de acordo com sua pontuação do Mercado Pontos. Dúvidas estamos à disposição. Atenciosamente, Equipe Espaço Bella.01/10/2019"
2064,10x Sabonete Suavetex Natural Particulas Carvão Ativo 80gr,Please what is the validity of this soap required.,"Hello, good evening, how are you? Validity 2 years. If you can help with anything else you can feel free. See all our products in this link - https://lista.mercadolivre.com.br/_CustId_7810851221/04/2020"
2065,Neo Essens Skin Bar Soap With Blackheads And Pimples 80g,"And to confirm the address, I liked to know if close to me?","we stayed in leopoldine village, buy and arrange the withdrawal19 / 04/2020"
2066,Neo Essens Skin Bar Soap With Blackheads And Pimples 80g,"Good afternoon, buying 3 to have free front","not already in the best price, I can send a package together for gift.19 / 04/2020"
2067,10 Suavetex Natural Organic Soap Turmeric Extract 80g,"Obrigada pelo retorno, fica mais caro. Pode fazer um link com o valor dos 10 de cúrcuma? Quero experimentar, pois estes ainda não conheço, para definir qual comprar outras vezes.","Hello good afternoon all right? I see, let's do it then, you can buy this kit with 10 units of turmeric, and then send me a message within your order reminding you that you want 5 units of turmeric and 5 units of chamomile, we will send it to you that way. Just be sure to send the message, please? If you can help with anything else you can feel free. See all our products on this link - https://lista.mercadolivre.com.br/_CustId_7810851204/09/2020"
2068,10 Suavetex Natural Organic Soap Turmeric Extract 80g,pode fazer 5 de cúrcuma e 5 de camomila neste anuncio? o frete para minha área está mais em conta.,"Hello, good morning. How are you? I only have kits with 6 units, then just add the two links to the shopping cart. Follow the links: (https://produto.mercadolivre.com.br/MLB-1278829803-kit-6-sabonete-suavetex-natural-com-extrato-de-curcuma-80g-_JM?quantity=1) - ( https://produto.mercadolivre.com.br/MLB-1278806076-kit-6-sabonete-natural-extrato-de-camomila-80gr-suavetex-_JM?quantity=1). If you can help with something else you can feel free."
2069,10 Suavetex Natural Organic Soap Turmeric Extract 80g,"Good morning, I added 2 of your products to my cart (kit of 10 toothpaste + kit of 10 soaps = both from the Organic Organic brand). It gives well over 120.00, and you specify, above, that in this case, there would be free shipping. But in the cart still, there is a freight of 71.00. Worse: one of the products has free shipping, and then your system adds a freight of about 30 reais for each one. I didn't understand how it works ... Please clarify. Thankful.","Hello good afternoon all right? Freight is now being given as the free market finds it viable. They discount the sellers' tariff but give free shipping depending on the weight of the product, distance, etc ... we no longer have a way to predict when free shipping will be available. If you can help with anything else you can feel free. See all our products in this link - https://lista.mercadolivre.com.br/_CustId_7810851224/02/2020"
2070,Assorted Soap,Mas só tem essa opção,"Ok, buying until 12 noon will be delivered hj04 / 06/2020"
2071,Assorted Soap,In the description the term is for today is that msm?,Se vc escolher a forma de entrega super express sim04/06/2020
2072,Assorted Soap,"Bom dia, esta disponivel esse protudo ?",Yes Available04 / 06/2020
2073,Kit 1500 Soap 10 Gr Hotel Motel Pousada,"Sorry to bother you, but I can't adjust the quantity. I will want two batches of 1500 units","Olá, preciso que compre duas vezes, pois não consigo mandar tudo junto, ok?12/06/2020"
2074,Kit 1500 Soap 10 Gr Hotel Motel Pousada,ok I will buy there on the website. Thank you,We thank you and we are still available !!! 12/06/2020
2075,Kit 1500 Soap 10 Gr Hotel Motel Pousada,"how long do you deliver? I wanted it to be delivered directly to the Metropolitan Cathedral of RJ. Every month they distribute breakfast and toilet kits. I got 500.00 of help. If you make the 3,000 units for 600.00 I buy and try to get another 100 reais of donation. Feel free. I don't want to harm you but I'm being honest. peace and good","A entrega é bem rápida, creio que na próxima semana chega. Quanto ao endereço, basta colocar certinho no momento que fizer a compra, mas o valor não consigo reduzir mesmo, peço desculpas.12/06/2020"
2076,Kit 1500 Soap 10 Gr Hotel Motel Pousada,"If there are 3,000 units, wouldn't it be for 500 reais?","I want to help, I will reduce for this ad 1500 units to 315 reais, is it good? 12/06/2020"
2077,Kit 1500 Soap 10 Gr Hotel Motel Pousada,"Good afternoon ! I need 10,000 soaps, how would it be sent? Shipping cost?","Good afternoon! We have this other ad with 2500 units and shipping included, shipping is done by carrier. But, I need you to make 01 purchases at a time so that we can dispatch. Follow the link: https://produto.mercadolivre.com.br/MLB-1280073895-2500-sabonete-hotel-motel-10-gramas-_JM24/02/2020"
2078,Kit 1500 Soap 10 Gr Hotel Motel Pousada,the fragrance remembers which smell?,"Boa tarde! Esse modelo tem a fragrância floral, mas temos também de erva doce, castanha do Pará e Pitanga. Seguimos à disposição;22/10/2019"
2079,Combo Sabonete Granado Enxofre 90g 6 Caixa Oferta Espinhas,"Olá,gostaria somente de três,teria o link ?",Bom dia. Temos sim. Segue o link: https://produto.mercadolivre.com.br/MLB-1344955744-combo-sabonete-granado-enxofre-90g-3-caixa-oferta-espinhas-_JM?quantity=101/04/2020
2080,Vegan Soap 80g Organic 100% Natural Suavetex - Kit 12,bom dia qual a validade?,Good Morning!! Validity expires in 2021. I hope I helped Att: Evelyn /24 / 09/2020
2081,Present Nature Ekos Brief White - Physical Lodge,"Good Morning! If you place your order today, is it guaranteed to arrive by 09 Saturday? I'm in the city of São Carlos SP","Hi! We cannot give this guarantee even because the responsibility for delivery is the Free Market with the Post Office. Analyze the deadlines being set, add a safety margin and see if it meets your need. Make your purchase as soon as possible to have time to go to the post office today. Natura Express thanks you for your preference! Offer link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ04/05/2020"
2082,Present Nature Ekos Brief White - Physical Lodge,I already made the purchase. I even spent a zap for you guys.,Thanks! 05/05/2020
2083,Present Nature Ekos Brief White - Physical Lodge,"Oi bom dia! Não consegui fazer a compra ontem. Vou fazer agora. Se vc conseguir ainda postar hj, me avisa.","Buy as fast as you can, we have a lot of orders up front but it may be time for collections to pass02 / 05/2020"
2084,Present Nature Ekos Brief White - Physical Lodge,"Is the delivery ready? buying tomorrow, u send on Monday?","Buying now by card, we ship tomorrow. Thank you for your preference! 01/05/2020"
2085,Present Nature Ekos Brief White - Physical Lodge,Boa noite qual é a validade do produto comprando 3 kits tem como dar um desconto?,Hi! The validity is above 2022. We cannot change the price. Thanks for the preference! 21/04/2020
2086,Present Nature Ekos Brief White - Physical Lodge,"Thank you, I will make the purchase by boleto.",Aguardamos seu pedido!21/04/2020
2087,Present Nature Ekos Brief White - Physical Lodge,Good afternoon you still have this kit to sell ??,Temos sim! Ainda temos 40 unidades em estoque21/04/2020
2088,Present Nature Ekos Brief White - Physical Lodge,"Hi, good afternoon, how are you guys, the female Amó ??",We do; Deodorant Colony Natura Amó Female - 75ml - Sealed https://produto.mercadolivre.com.br/MLB-1171624815- deodorant- colnia-natura-amo-feminino-75ml-lacrado-_JM10/04/2020
2089,Present Nature Ekos Brief White - Physical Lodge,"Boa tarde, esse produto é pronta entrega? Gostaria de pedir dois.","That's right, we have prompt delivery. You can order more if you want!"
2090,Kit 10 Soaps Suavetex Natural Baby - 80gr,Good night. What is the validity?,"Hello, good morning. How are you? The validity is for 12/21. If you can help with anything else you can feel free. See all our products in this link - https://lista.mercadolivre.com.br/_CustId_7810851210/08/2020"
2091,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,Good morning I can get 15 pink and 15 white phebo soap,Good Morning! It's not possible. Att.01 / 06/2020
2092,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,"You would be lilac and blue, I would like 15 of each.",Good Morning! We do not have. Att.16 / 03/2020
2093,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,Lower the price I buy,Good Morning! We were unable to grant discounts. Att.06 / 03/2020
2094,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,Good morning is original?,"Olá! Sim, trabalhamos apenas com produto original. Aguardamos seu pedido. Obrigado17/02/2020"
2095,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,Good morning is original?,"Hi! Yes, we only work with original product. We await your request. What are you looking for?"
2096,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,I have it but if it is that strong black. Because I think the best of all.,Bom dia! Esse é o odor de rosas. Aguardamos seu pedido. Att.20/01/2020
2097,Kit 30 Sabonete Phebo Odor De Rosas - 90g Cada,Tem como escolher variados ?,Good Morning! This announcement refers to the Odor of Roses. Att. 25/11/2019
2098,Natura Macadamia Soap 03 Boxes w / 05 Units 90g Each,"Hello .. Good night! I want to purchase the kit with 3 boxes, but I would like to confirm if you have this macadamia fragrance?",Boa noite. Tenho sim. Vou enviar amanha as 12:30h da tarde. Horário que o Mercado Livre faz a Coleta na minha cidade. Obrigado pela compra.03/05/2020
2099,Presente Natura Ekos Porções De Maracujá,what is the validity?,"Hello, the validity is for 11 / 2020.22 / 08/2020"
2100,Presente Natura Ekos Porções De Maracujá,ola o pote de vidro vem com tampa?,"Hi! Hello good afternoon! The product does not go with a lid, only the pot. Natura Express thanks you for your preference! Offers link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ. 08/17/20"
2101,Presente Natura Ekos Porções De Maracujá,"Hi, what's the validity?","Hello, the validity is for 11 / 2020.26 / 10/2019"
2102,Presente Natura Ekos Porções De Maracujá,Made by mail delivery,Natura Express is grateful. 08/30/2019
2103,Presente Natura Ekos Porções De Maracujá,"Boa noite, ainda está disponível??",Temos sim!21/06/2019
2104,Presente Natura Ekos Porções De Maracujá,Still have it available? Can I order?,"Yes, we do. We look forward to your request."
2105,Presente Natura Ekos Porções De Maracujá,Tem disponivel?,We have yes06 / 02/2019
2106,Presente Natura Ekos Porções De Maracujá,"Hi, the price has changed! Wasn't it R $ 54, 90? Ta 549 agr","We ran out of stock ¿, we increased the price in order not to inactivate the ad until we see if we can replenish stock ¿12/13/2018"
2107,Presente Natura Ekos Porções De Maracujá,Boa noite. Pagamento realizado. Obrigada.,"Olá, tudo bem? ANGÉLICASEZAR. . A Natura Express agradece a preferência.06/12/2018"
2108,Presente Natura Ekos Porções De Maracujá,"Hi, Do you have the gift kit natura ekos soap, which is what comes with a porcelain soap dish and eight different soaps? And also the box of ekos that comes 10 soaps, 7 of chestnuts (25g each), 2 of açai (50g each), and 1 of exfoliating passion fruit (100 g) .. and what are the values? If you have send me the link please.",Não temos.06/12/2018
2109,Combo Granado Sulfur Soap 90g 3 Spines Gift Box,i want to know when my products will arrive was to arrive today,Good afternoon. Send a message by order.18 / 04/2020
2110,African Soap National Soap 16 Units.,What herbs are in the soap?,Soap does not contain herbs.06 / 02/2020
2111,African Soap National Soap 16 Units.,Good night. What are the ingredients of its composition?,Oleo Karité e ervas.04/12/2019
2112,African Soap National Soap 16 Units.,Good night There are 16 bars of 40gr or the 16 units give 40gr,There are 16 bars of 40 grams each.
2113,Epidac Oc Liquid Soap Oily And / or Acneic Skin 100g,Good night has available?,Hi! :) Product available for immediate delivery. Enjoy! :) 03/09/2020
2114,Epidac Oc Liquid Soap Oily And / or Acneic Skin 100g,Vencimento?,"Olá, ELAYNNEVIEIRAELAYNNEVIEIRA ! Enviamos todos os produtos com validade superior à 06 meses, nos casos abaixo deste período, comunicamos os clientes. Aproveitando, você sabia que é possível prevenir diversas doenças usando meias de compressão? Veja este link: https://lista.mercadolivre.com.br/meia_Loja_farmadelivery04/11/2019"
