,name,price,Brand,Line,Unit weight,Model,description,store_name,new_or_not,sold_number,Units per package,review_rating
1069,Kit C / 6 Traditional Rose Milk Soap 90g,23.4,Leite de Rosas,,90 g,,"Descrição
Sabonete Leite De Rosas 90g Tradicional",Location,New,11.0,,
1070,Wholesale Dove Original Soap 90gr (36unit) Cheapest,132.2,Dove,Original,90 g,Dove,"description
Dove Original Soap 90 grams (30 units) Wholesale !!
Quantity: 36 soaps of 90 Grams.
Dove Original 90 Grams
Dove Original is much more than a simple soap
With a neutral PH and moisturizing cream, its unique formula respects the natural composition of the skin's surface, without harming it. At the same time, the moisturizing cream penetrates deeply into the skin, making the body lose less water. Dove continues to work for her beauty, attenuating fine lines of expression on her face and leaving her skin always smooth. Try it for 7 days and feel the difference
Price differentiates the cheapest !!!",Market leader,New,8.0,,
1071,Darrow Soapelle - Sabonete Em Barra 70g,26.02,,,70 g,,"Descrição
Sabonete para todos os tipos de pele. Darrow Soapelle higieniza o rosto e corpo, além de possuir poderosa ação antisséptica, que previne infecções na pele, fungos e bactérias. Sabonete em Barra Darrow Soapelle oferece proteção diária contra agressores externos, limpa completamente sem agredir e ainda conta com ação hidratante. Assim, sua pele fica macia, protegida e livre de odores desagradáveis.",Beleza na Web,Novo,4.0,,
1072,20 Suavetex Soap w / Activated Carbon 80gr - Free Shipping,213.04,Suavetex,,,,"description
*** PLEASE NOTE: Want FREE SHIPPING ??!?!?!? ***

Add Products from our store in the cart to have this benefit on purchases over 120.00

<< Click ""See all ads"" under ""More ads from this seller"" >>

 

Kit 20 Soap Natural Suavetex With Particles Of Active Charcoal 80gr

Suavetex Natural Soap with Activated Carbon 80g. Activated charcoal is capable of absorbing large amounts of toxins from the skin. This over-absorption and its antibacterial properties are the main reasons why activated carbon is the best ingredient to fight acne, rashes and pimples. Reduces pigmentation spots, tones the skin, leaving it looking much younger and healthier. It also has anti-aging action. Helps close pores, soften skin and restore its elasticity.

Contains organic Chamomile extract: extract with diverse properties such as emollient and soothing activity. It works by cleaning, toning, softening and restoring the balance of the skin.

Composition:

Vegetable based pasta (Sodium palmate, Sodium Palm kernelate, Sodium Stearate, Sodium Chloride, Glycerin, Sodium Hydroxide, Etidronic Acid, Aqua), Parfum, charcoal powde.


How to use:

Apply to wet skin using circular motions. Then rinse. Can be used daily.

 

Property:

- Does not dry out the skin;

- It has 100% vegetable based pasta;

- No alcohol;

- Without sulfates;

- Without parabens;

- Without chemical preservatives;

- No artificial colors;

- No animal testing



______________________________________________________________

We are Distributors of several brands of Excellence and Quality!

We have 100% Positive Feedback, your purchase is Secure!

WE DELIVER THROUGHOUT BRAZIL WITH IMMEDIATE SHIPPING BY MAIL!

PRODUCTS WITH INVOICE AND PROCEDURE !!!",Location,New,10.0,,
1073,Kit 3 Exfoliating Soap Acnase Clean - 80g Each,34.0,,Exfoliating Action,80 g,,"Descrição
.",Location,Novo,5.0,,
1074,20 Suavetex Soap w / Activated Carbon 80gr - Free Shipping,213.04,,,,,"description
*** PLEASE NOTE: Want FREE SHIPPING ??!?!?!? ***

Add Products from our store in the cart to have this benefit on purchases over 120.00

<< Click ""See all ads"" under ""More ads from this seller"" >>

 

Kit 20 Soap Natural Suavetex With Particles Of Active Charcoal 80gr

Suavetex Natural Soap with Activated Carbon 80g. Activated charcoal is capable of absorbing large amounts of toxins from the skin. This over-absorption and its antibacterial properties are the main reasons why activated carbon is the best ingredient to fight acne, rashes and pimples. Reduces pigmentation spots, tones the skin, leaving it looking much younger and healthier. It also has anti-aging action. Helps close pores, soften skin and restore its elasticity.

Contains organic Chamomile extract: extract with diverse properties such as emollient and soothing activity. It works by cleaning, toning, softening and restoring the balance of the skin.

Composition:

Vegetable based pasta (Sodium palmate, Sodium Palm kernelate, Sodium Stearate, Sodium Chloride, Glycerin, Sodium Hydroxide, Etidronic Acid, Aqua), Parfum, charcoal powde.


How to use:

Apply to wet skin using circular motions. Then rinse. Can be used daily.

 

Property:

- Does not dry out the skin;

- It has 100% vegetable based pasta;

- No alcohol;

- Without sulfates;

- Without parabens;

- Without chemical preservatives;

- No artificial colors;

- No animal testing



______________________________________________________________

We are Distributors of several brands of Excellence and Quality!

We have 100% Positive Feedback, your purchase is Secure!

WE DELIVER THROUGHOUT BRAZIL WITH IMMEDIATE SHIPPING BY MAIL!

PRODUCTS WITH INVOICE AND PROCEDURE !!!",Location,New,10.0,,
1075,Kit 3 Exfoliating Soap Acnase Clean - 80g Each,34.0,Acnase,Exfoliating Action,80 g,,"description
.",Location,Novo,5.0,3,
1076,20 Kits P / hotel: Shampoo + conditioner + soap 15g,95.0,Should,Vida Harus,,,"Descrição
20 Kit para Hotel contendo :
Shampoo - frasco 25ml Linha Vida Harus
Condicionador - frasco 25ml Linha Vida Harus
Sabonete retangular 15gr Linha Vida Harus
Embalagem celofane
20 unidades cada ítem Totalizando 60 ítens",Localização,Novo,14.0,,
1077,Eucalyptus Soap 110g Ubon - Kit C / 25 Units,98.9,Ubon,,110 g,Glycerinado,"description
Natural Glycerin Soap Eucalyptus 110g Ubon

Item Included:

• 25 Eucalyptus Soaps 110g

_________________________________

Product description:

- The Ubon Tradição Eucalyptus soap receives eucalyptus essential oil, emollients and humectants that leave your skin soft, maintaining its natural hydration.

- It has a striking and refreshing aroma, providing a feeling of well-being and relaxation, during and after the bath.

- Dermatologically tested.

- Instructions for use: Rub the body until foam is generated and rinse. The use of sponge is recommended.
_________________________________

(We issue Electronic Invoice)",Location,New,17.0,,
1078,Soap Mommy And Baby In Vegetable Bar 5 Units,21.65,,Mother and baby,500 g,,"Descrição
Olá, me chamo Gustavo, consultor das marcas Natura e o Boticário, possuímos um grande estoque de pronta entrega garantindo envio imediato, produtos novos, originais e lacrados.

Enviamos junto com o produto amostras Grátis de 1 ml de outros perfumes e hidratantes para conhecer os produtos da marca.

Fique a vontade para perguntar se tiver dúvidas, terei o maior prazer em atendê-lo(a).
Não deixe de conferir todos os meus anúncios, tem muitos produtos em promoção.
Boas compras.


O Sabonete Natura Mamãe e Bebê com Fragrância Relaxante foi pensado para que o bem-estar e a tranquilidade do seu bebê comecem no banho. Com cheirinho de amor e cuidado, sua fragrância combina camomila e lavanda com ervas aromáticas.

Benefícios:
• Ingredientes que ajudam o bebê a relaxar e ter um sono tranquilo;
• Fórmulas veganas, ainda mais seguras, podem ser usadas desde o primeiro dia de vida;
• Somente com o essencial para a pele sensível do bebê;
• Menos ingredientes na fórmula;
• Perfumação suave e segura;
• Embalagens 100% plástico verde;
• Dermatologicamente e oftalmologicamente testados;
• Não contém sulfatos, óleo mineral, parabenos, ftalatos, silicones, corantes e álcool.

Conteúdo:
- 1 Caixa de sabonetes (5 unidades de 100g cada) em barra vegetal com fragrância relaxante.",Location,Novo,3.0,5,
1079,250 Kits Hotel :shampoo+condi.+mousse+sab. 15gr + Kit Dental,1400.0,Should,,,,"Descrição
Kit perfeito para receber seus hospedes!
250 Kit de amenities contendo :
Shampoo - frasco 25ml Linha Vida Harus
Condicionador - frasco 25ml Linha Vida Harus
Mousse de banho - frasco 25ml Linha Vida Harus
Sabonete retangular 15gr Linha Vida Harus
Kit dental com escova e sache de gel dental
Embalagem celofane adesivado, permitindo colar seu adesivo como você preferir
250 unidades
R$ 1400,00
Envio imediato
O frete grátis está sujeito ao peso, preço e distância do envio. Para este volume, apenas por PAC, pelo peso
Atenção para clientes do Norte e Nordeste: consulte se a cidade de destino tem o beneficio de frete grátis
Caso esteja fora dessa região atendida, podemos enviar por transportadora. Neste caso, consulte-nos para saber o valor do frete.",Location,,,,
1080,Base De Glicerina V&g Vegetal Para Sabonete 10 Kilos Vegana,234.0,,Glicerina Branca,12 g,,"description
10 Kg - Glycerin Base 100% Vegetable V&G

V & G 100% Vegetable Glycerin is a melt & pour base (melt and pour) free of sulphates, with an excellent level of foam, easy to melt, easy to mold, with minimal retraction. It is a very easy to use base and aromatic essences, dyes, active ingredients, etc. can be added. in order to enrich the formula and manufacture handmade soaps

Glycerin V&G 100% Vegetal is free of sulfates, parabens, mineral oil, paraffin, dyes.

Composition: Sodium Palmate, Sodium Palm Kernel Vegetable Glycerin, Aqua, Sodium Chloride, Sucrose, Alcohol.

Not tested on animals.

Expires: 09/2021",Localização,New,2.0,10,
1081,Base De Glicerina V&g Vegetal Para Sabonete 10 Kilos Vegana,234.0,V&G - Lashimisya,White Glycerin,12 g,,"Descrição
10 Kg - Base Glicerinada 100% Vegetal V&G

Glicerina V & G 100 % Vegetal é uma base melt & pour (derreter e verter) livre de sulfatos, com excelente nível de espuma, de fácil derretimento, fácil de moldar, com mínimo de retração. É uma base muito fácil de utilizar podendo ser adicionado essências aromáticas, corantes, princípios ativos, etc. com o fim de enriquecer a fórmula e fabricar sabonetes artesanais

A Glicerina V&G 100% Vegetal é livre de sulfatos, parabenos, óleo mineral, parafina, corantes.

Composição: Palmato de Sódio, Glicerina Vegetal de Kernelato de Palma de Sódio, Aqua, Cloreto de Sódio, Sacarose, Álcool.

Não testado em animais.

Vencimento: 09/2021",Location,Novo,2.0,10,
1082,Protex Oats Antibacterial Liquid Bath Soap 250ml,17.85,Protex,,,Protex Oats Antibacterial Liquid Soap Bath 250mL,"Descrição
Protex® Aveia combina a proteção antibacteriana de Protex® com os benefícios naturais da aveia.

- Para a boa saúde da sua pele
- Elimina 99,9% das bactérias da pele.
- Cria uma barreira de proteção que ajuda a prevenir a proliferação de bactérias.
- Rende 50 usos

Instruções de Uso:
Aplique uma pequena quantidade nas mãos esfregando-as até criar um pequena espuma. Enxague logo em seguida.

Precauções:
Manter for a do alcance de crianças. Evite contato com os olhos. Havendo irritação ou sensibilidade, suspenda o uso e consulte um dermatologista.",Farmadelivery,New,24.0,,
1083,Sabonete Tea Tree Body Bar - 150g,40.64,Paul Mitchell,,150 g,,"description
Paul Mitchell Tea Tree Body Bar - Soap 150g

For all skin types.

Daily use.

Leaves skin clean and toned. Helps stimulate and exfoliate the skin. Ideal for shaving.

Action

Specially formulated with Melaleuca Oil (Australian Tea Tree), a natural astringent, it provides vitality and shine to the hair.

ANVISA Registration: 343/05 Func Authorization: 202999-2",Olist,Novo,10.0,,
1084,Kit C/60 Mini Sabonetes + Essências Eucalipto E Lima-limão,68.7,Ubon,Tradição,,,"description
Sauna Kit (1 Eucalyptus Essence 140ml + 1 Lime-Lemon Essence 140ml + 60 Mini Eucalyptus Soaps 0.15g)

NOTE: If you want to assemble the Kit with another format and quantity, please leave your question below in the comments.

Included Items:

- 1 High Concentration Eucalyptus Essence 140ml
- 1 Concentrated Lime Essence 140ml
- 60 Eucalyptus Mini Soaps 0.15g

________________________________________

Product Descriptions:

High Concentration Eucalyptus Essence 140ml

- Flavoring with natural essential oil for SAUNA, DOMESTIC AND COMMERCIAL ENVIRONMENTS. It has a striking and refreshing aroma, providing a sense of well-being.

How to use:

- Basic mixture - Add 1 tablespoon of the traditional UBON flavoring in half a liter of water.

- Environments - Spray the basic mixture on the spot or moisten a cleaning cloth with the mixture and pass it on ceramic, porcelain, tile or cement floors.

- Traditional saunas - Spray the basic mixture on the spot or place this mixture in a clay container, positioned in a sheltered corner of the sauna.

- Residential saunas - Introduce 10 to 15 drops of flavoring in the container for the sauna vaporizer.

Precautions: Keep in a cool place (below 40 ° C and, after use, keep the bottle tightly closed).

_______________________________________

Concentrated Lime Essence

- Indications: Flavoring for domestic and commercial environments. It has a striking and refreshing aroma, providing a sense of well-being.

- Directions for use: Add 3 tablespoons of the traditional UBON flavoring in half a liter of water.

- Environments - Spray the basic mixture on the spot or moisten a cleaning cloth with the mixture and pass it on ceramic, porcelain, tile or cement floors.

Precautions: Keep in a cool place (below 40 ° C and, after use, keep the bottle tightly closed).

NOTE: Combustible liquid, keep away from flame.

- Do not ingest
- Do not use on the skin
- Keep away from children.
_______________________________________

Eucalyptus Ubon Soap

- The Ubon Tradição Eucalyptus soap receives eucalyptus essential oil, emollients and humectants that leave your skin soft, maintaining its natural hydration.

- It has a striking and refreshing aroma, providing a feeling of well-being and relaxation, during and after the bath.

- Dermatologically tested.

_______________________________________


Validity: April / 2021

(We issue Electronic Invoice)",Location,New,5.0,,
1085,"Sabonete Em Barra Duo Cuide-bem Deleite, 2 Unidades De 80 G",10.4,,,,,"description
Take care of yourself Well it invites you to know a launch that is a cuteness: hydration with addictive smell. Impossible not to take care of yourself! A sweet and enveloping fragrance, combined with the creamy texture of milk, which envelops the skin in a warm embrace while moisturizing intensely. The Cuide-se Bem Deleite Bar Soap leaves the skin soft and perfumed in the bath. Upon contact with damp skin, the bar soap creates a creamy foam that cleans without drying the skin. Its gourmand fragrance makes the moment even more special, leaving you ready to enjoy the day in the best way. There are two units for you to feel all the benefits on your skin. Contains: 2 units of 80g each.",The boticario,Novo,1.0,,
1086,"Duo Cuide-bem Deleite Bar Soap, 2 Units of 80 G",10.4,Take care,,80 g,,"Descrição
Cuide-se Bem te convida a conhecer um lançamento que é uma fofura: hidratação com cheirinho viciante. Impossível não se cuidar! Uma fragrância doce e envolvente, aliada a textura cremosa do leite, que envolve a pele em um abraço aconchegante enquanto hidrata intensamente. O Cuide-se Bem Deleite Sabonete Barra deixa a pele macia e perfumada já no banho. Ao entrar em contato com a pele úmida, o sabonete em barra cria uma espuma cremosa que limpa sem ressecar a pele. Sua fragrância gourmand torna o momento ainda mais especial, deixando-a pronta para aproveitar o dia da melhor forma. São duas unidades para você sentir na pele todos os benefícios. Contém: 2 unidades de 80g cada.",The boticario,New,1.0,,
1087,Soap 50gr Opens Way - Magic Star,10.5,,,50 g,,"description
This is a product of ritual to realize sympathy, beliefs based on your faith.
Indication: Highly effective in almost any circumstance (financial stagnation, emotional blocks, conflicts with other people, lack of opportunities, unemployment, legal problems, disorientation and inability to think clearly) as it helps to unblock the path, open new doors and generate new ones opportunities, for that it is enough to mentalize your request when using it, always counting on your faith.
How to use: You can use it as your daily soap.
THIS PRODUCT DOES NOT COME CROSS.
Safety Rules: Do not ingest, non-food product.",Location,New,5.0,1,
1088,L'occitane Au Brésil Scented River Soap,9.0,L'Occitane in Brazil,,,,"description
Scented Soap Waters of Brazil Balanço de Rio. Inspired by Brazilian sweet waters, this soap gently cleanses the skin, leaving it scented with a citrus fragrance that provides a relaxing bath.

How to use: Massage gently under water, apply on wet skin and rinse.

How to buy LOccitane products?
It's simple! First select the desired items and quantities and click the Buy button to add them to the Shopping Cart. Then log into your account, select the delivery address and make the payment. Then just wait for your products to arrive at the requested address within the time period indicated at the end of the order. Did the products arrive? How about evaluating your experience and items? Your feedback is super important for other consumers and for us too! ;)

The LOCCITANE Group in Brazil.
Founded in 1976, in the Provence region (France), the LOCCITANE Group came up with the LOccitane en Provence brand, as a result of the true relationship of Olivier Baussan, founder of the brand, with the Provencal nature. With values ​​that excel in respect for man and the environment, for authenticity and sensoriality. For 43 years the LOCCITANE Group has privileged ingredients of protected origin (A.O.P.) and each raw material is carefully selected from its special benefits and fragrances, with studies that prove the high effectiveness of its formulas.
Created by the LOCCITANE Group in 2013, LOccitane au Brésil was born with the aim of awakening the look at Brazilian beauty in its most diverse facets, bringing joy, plurality and spontaneity in high quality cosmetics. Each product of the brand is made up of true and passionate stories, with exclusive design by artists who praise Brazilianness and reflecting the natural and cultural riches of Brazil.",L'Occitane au Brésil,New,25.0,1,
1089,Nivea Hydrat Oat Soap 85g C12,25.87,Nivea,Moisturizing Oats,85 g,,"description
Nivea Aveia is a bar soap that provides creamy foam with a soft fragrance of oats, leaving your skin delicately scented after bathing. Dermatologically tested.",Localização,New,1.0,1,
1090,Natura Sabonete Barra Vegetal Mamãe E Bebê - 5x100g Cada,31.81,Nature,,100 g,Vegetable Soap,"description
You are buying:
• 1un Natura Mommy and Baby Vegetable Bar Soap - 5un of 100g each New

New Product | Original | Sealed | In Stock
Posts are made within a maximum of 48 hours after approval of purchase

About Product:
The soap you love, with a special size and price, tightening the bonds between mother and baby with a lot of affection, a little per day, every day, for life. Made with vegetable base, gently cleanses without damaging the baby's skin.

Benefits:
• Dermatologically tested.

Contents: Box with 5 units of 100g each.


Use the question field to answer your questions

Your purchase is protected by Mercado Pago
Guaranteed delivery by Mercado Envios

Total security and peace of mind for your purchase. Best service ever!

We do not exchange open or unbundled products.",Location,Novo,2.0,,
1091,Sabonete Vegetal De Calêndula 100g Cativa Natureza,30.15,Captive Nature,,100 g,Calendula line,"description
Captivates Nature Natural Organic Soap Vegan Calendula 100g

The Natural Vegetable Calendula Soap from Cativa Natureza was carefully prepared with calendula extracts, which soothes, softens and heals the skin, chamomile and fruits added to a vegetable base with babassu oil. It acts gently on delicate and sensitive skin, cleaning without damaging the protective layer of the skin. This product has the highest technology and the purest ingredients of nature, which provide a soft fragrance from the natural extracts of blackberry, vanilla and raspberry. It does not dry out and still nourishes, protects and perfumes.

Characteristics
• IBD certified natural and vegan product
• Has regenerating, calming and emollient properties
• Gently cleanses the skin without drying out
• Prevents skin dryness

Indications
The Natural Vegetable Calendula Soap from Cativa Natureza is indicated for daily use on all skin types, especially the most sensitive of babies, children and the elderly.

Ingredients
Contains natural assets:
Calendula: accelerates healing, fights infection, soothes, softens, regenerates, protects and moisturizes.
Chamomile: soothing, anti-inflammatory and invigorating.
Aloe Vera: soothing and regenerating.

Composition: Orbignya oleifera Seed Oil (Babassu Oil), Stearic Acid, Alcohol *, Sucrose *, Citric Acid, Sodium Hydroxide, Calendula officinalis Extract * (Marigold Extract), Aloe barbadensis Extract (Aloe Vera Extract), Matricaria chamomilla Extract * (Chamomile Extract), Melaleuca alternifolia Leaf Water * (Tea Tree Hydrolate), Glycerin (and) Alcohol (and) Vaccinium angustifolium Fruit Extract (Blueberry Extract), Pyrus malus Fruit Extract (and ) Rubus idaeus Fruit Extract (and) Prunus armeniaca Fruit Extract (Apricot / Apricot Extract) (and) Rubus fruticosus Fruit Extract (Blackberry Extract) (and) Vitis vinifera Fruit Extract (Grape Extract), Vanilla planifolia Fruit Extract (Vanilla / Vanila Extract), titanium dioxide.
Contains 56.6% of tracked organic inputs.

Green: * IBD Certified Organic Products
Black: Certified Natural Products

Formula free of: parabens, formaldehyde releasers, synthetic dyes and fragrances, synthetic preservatives, sulfates and animal products. It is not tested on animals.

How to use
Apply the natural calendula vegetable soap from Cativa Natureza to the wet skin in a circular motion. Then rinse. Can be used daily.

Precautions
If irritation discontinues use, do not use under the injured skin. In case of accidental contact with eyes, rinse with plenty of water. KEEP OUT OF THE REACH OF CHILDREN. Store in a cool place. External use. Do not ingest.",Location,New,1.0,1,
1092,Sabonete Dermotivin Salix 90g,36.99,Dove,,90 g,,"description
Available in the most diverse forms and fragrances, the soap is an essential complement for daily personal hygiene. Thinking of protection and care for the whole family, this line of soaps has an exclusive moisturizing and soft formula that treats and sanitizes daily without harming the skin. Suitable for all skin types, the Dermotivin Salix Soap 90g Soaps the skin all the care it needs. With daily use of this product you will have the skin you have always wanted.",Localização,New,8.0,,
1093,Scented Soap Coffee Green Loccitane,9.0,,,,,"description
Nature transformed into energy. In the vast fields of Café Verde, the day begins in Brazil. The sun makes the country dawn, but it is the coffee that brings the energy for it to move. A true recharge of vitality, movement and encouragement to go further, always in search of new challenges. Its history is full of wealth and its tradition is made of Brazilianness. Coffee, which is at the beginning of every day. Green, which is still standing, in connection with nature. When transformed into oil, Green Coffee promotes energy that contributes to improving the quality and metabolism of the skin.
L'Occitane au Brésil found in the energy of Café Verde the inspiration for this masculine line of products for the body, face and hair, with benefits developed especially for the Brazilian man.

How to use: Massage gently under water, apply on wet skin and rinse.

How to buy LOccitane products?
It's simple! First select the desired items and quantities and click the Buy button to add them to the Shopping Cart. Then log into your account, select the delivery address and make the payment. Then just wait for your products to arrive at the requested address within the time period indicated at the end of the order. Did the products arrive? How about evaluating your experience and items? Your feedback is super important for other consumers and for us too! ;)

The LOCCITANE Group in Brazil.
Founded in 1976, in the Provence region (France), the LOCCITANE Group came up with the LOccitane en Provence brand, as a result of the true relationship of Olivier Baussan, founder of the brand, with the Provencal nature. With values ​​that excel in respect for man and the environment, for authenticity and sensoriality. For 43 years the LOCCITANE Group has privileged ingredients of protected origin (A.O.P.) and each raw material is carefully selected from its special benefits and fragrances, with studies that prove the high effectiveness of its formulas.
Created by the LOCCITANE Group in 2013, LOccitane au Brésil was born with the aim of awakening the look at Brazilian beauty in its most diverse facets, bringing joy, plurality and spontaneity in high quality cosmetics. Each product of the brand is made up of true and passionate stories, with exclusive design by artists who praise Brazilianness and reflecting the natural and cultural riches of Brazil.",L'Occitane au Brésil,New,68.0,1,
1094,Scented Soap Coffee Green Loccitane,9.0,L'Occitane in Brazil,,75 g,,"description
Nature transformed into energy. In the vast fields of Café Verde, the day begins in Brazil. The sun makes the country dawn, but it is the coffee that brings the energy for it to move. A true recharge of vitality, movement and encouragement to go further, always in search of new challenges. Its history is full of wealth and its tradition is made of Brazilianness. Coffee, which is at the beginning of every day. Green, which is still standing, in connection with nature. When transformed into oil, Green Coffee promotes energy that contributes to improving the quality and metabolism of the skin.
L'Occitane au Brésil found in the energy of Café Verde the inspiration for this masculine line of products for the body, face and hair, with benefits developed especially for the Brazilian man.

How to use: Massage gently under water, apply on wet skin and rinse.

How to buy LOccitane products?
It's simple! First select the desired items and quantities and click the Buy button to add them to the Shopping Cart. Then log into your account, select the delivery address and make the payment. Then just wait for your products to arrive at the requested address within the time period indicated at the end of the order. Did the products arrive? How about evaluating your experience and items? Your feedback is super important for other consumers and for us too! ;)

The LOCCITANE Group in Brazil.
Founded in 1976, in the Provence region (France), the LOCCITANE Group came up with the LOccitane en Provence brand, as a result of the true relationship of Olivier Baussan, founder of the brand, with the Provencal nature. With values ​​that excel in respect for man and the environment, for authenticity and sensoriality. For 43 years the LOCCITANE Group has privileged ingredients of protected origin (A.O.P.) and each raw material is carefully selected from its special benefits and fragrances, with studies that prove the high effectiveness of its formulas.
Created by the LOCCITANE Group in 2013, LOccitane au Brésil was born with the aim of awakening the look at Brazilian beauty in its most diverse facets, bringing joy, plurality and spontaneity in high quality cosmetics. Each product of the brand is made up of true and passionate stories, with exclusive design by artists who praise Brazilianness and reflecting the natural and cultural riches of Brazil.",L'Occitane au Brésil,New,68.0,,
1095,Kit Sabonete Giorno Bagno Toscana Com 3 Un,33.9,Giorno Bagno,,100 g,,"Descrição
Kit Sabonete Giorno Bagno Toscana com 3 un

Kit Sabonete Giorno Bagno Toscana veio dar o toque que faltava.

Com perfumes delicados e formulação suave, proporcionam uma agradável maciez e hidratação da pele.

Um sabonete 100% vegetal com alto poder emoliente e perfume envolvente, que

deixa a pele hidratada e perfumada.

Modo de Usar:Pode ser usado para lavagem das mãos e do corpo.",Location,Novo,4.0,3,
1096,Ann Bow Lavender Glycerin Soap 90g (kit C / 06),35.6,Ann Bow,,90 g,Ann Bow Lavanda Sabonete Glicerina 90g,"Descrição
DESCRIÇÃO: A produção artesanal se alia à tecnologia para cuidar da sua pele, num sabonete glicerinado com extrato de lavanda. Os benefícios da natureza no seu dia-a-dia, de um jeito prático e eficiente.
AÇÃO/ATIVOS: Sodium Tallowate, Sodium Cocoate, Aqua, Alcohol, Sucrose, Glycerin, Sodium Stearate, Parfum, Decyl Glucoside, Etidronic Acid, Tetrasodium EDTA, Disodium Distyrylbiphenyl Disulfonate, Aluminum Silicate, Bentonite, Talc, Solum Diatomeae ou Diatomaceous Earth (EUA), CI 77266, 74160, Cinnamal, Eugenol, Geraniol.
MODO DE USAR: Aplicar o sabonete com um pouco de água e massagear suavemente sobre a pele para gerar espuma.
ESTE ANÚNCIO CONTÉM: 06 Ann Bow Sabonete Lavanda Glicerina 90g",Location,New,5.0,,
1097,Bionature Black Clay Soap 90 Grams,12.53,,Black Clay,90 g,,"Descrição
O Sabonete Bionature possui óleos e extratos vegetais, que proporcionam limpeza e auxiliam na hidratação natural da sua pele. A argila preta, também conhecida como ""lama vulcânica"" é rica em mineirais, entre eles o titânio, poderoso adstringente que auxilia no tratamento contra cravos e espinhas, além de ser um antioxidante natural, o que atua no retardar do envelhecimento das células da pele.",Location,New,1.0,1,
1098,Sabonete Em Barra Deleite 5 Unid Cuide Se Bem O Boticário,28.99,The boticario,Cuide-se Bem Deleite,,,"description
We are cosmetic resellers of the following brands: Eudora, O Boticário, Natura, Hinode, Jeunesse and Importado.

Take Good Care Soap Bar Treat, 5 units of 80g each - O Boticário

Take care of yourself Well it invites you to know a launch that is a cuteness: hydration with addictive smell. Impossible not to take care of yourself! A sweet and enveloping fragrance, combined with the creamy texture of milk, which envelops the skin in a warm embrace while moisturizing intensely.

The Cuide-se Bem Deleite Bar Soap leaves the skin soft and perfumed in the bath. Upon contact with damp skin, the bar soap creates a creamy foam that cleans without drying the skin. Its gourmand fragrance makes the moment even more special, leaving you ready to enjoy the day in the best way. There are two units for you to feel all the benefits on your skin.
Contains: 5 units of 80g each.

New Product | Original | Sealed | In Stock

Posts are made no more than 24 business hours after the Purchase Approval.

Your purchase is protected by Mercado Pago.

Guaranteed delivery by Mercado Envios (see).

Use the question field to answer your questions.

Best regards,
Sentileza Team",Platinum Leader,New,4.0,5,
1099,Loccitane Terre De Lumiere L'eau Sabonete Em Barra 75g,30.0,,,,,"Descrição
Loccitane Terre de Lumiere L'eau Sabonete em Barra 75g

Um sabonete em barra com uma fragrância suave e floral de Terre de Lumière L’Eau.
Limpa e perfuma delicadamente as mãos e o corpo.

Frequência de uso: Dia e Noite

Modo de uso: Para uma limpeza eficaz das mãos, faça uma camada de espuma suave sobre a pele úmida e esfregue todo o comprimento das mãos, incluindo os dedos, unhas e parte superior das mãos. Após isso enxágue em abundância até retirar todo o produto. Repita esse processo diversas vezes ao dia para manter suas mãos limpas e protegidas.

Dica: Para deixar sua mão ainda mais nutrida e hidratada, após lavar sua mão com um de nossos sabonetes de origem natural, utilize um de nossos cremes com manteiga de karité. Sua pele vai ficar incrível!",Location,New,1.0,,
1100,Kit With 3 Soaps Bar Green Clay 90g,12.99,,,90 g,,"Descrição
Kit com 3 Sabonetes em Barra Argila Verde 90g

Marca: Lianda Natural

Validade: 01/2023

Produto Novo / Lacrado / Original

O Sabonete Anti-Séptico Argila Verde nutre os tecidos com sais minerais, realiza uma espécie de peeling natural, regula a produção sebácea, é excelente para o tratamento de inflamações e edemas, e garante a hidratação que a pele precisa.

Kit composto por 3 Sabonetes Argila Verde em barra 90g

Garantia: O produto precisa estar na embalagem original, sem sinais de mau uso e com o lacre original do fabricante inviolado.

* As imagens dos produtos são meramente ilustrativas",Location,Novo,2.0,,
1101,Sabonete Natura Todo Dia,17.9,Natura every day,,90 g,,"description
Natura soap every day in cotton rosemary and sage bars, macadamia, liz flower",Location,Novo,19.0,5,
1102,Vegetable Soap Cream Malai Sri Sri Tattva 100g,12.99,,,100 g,,"description
The Malai Sri Sri Tattva Body Cream Soap presents extra hydration for the whole body. Malai - is a type of curdled cream used in South Asia. It is done by heating unmixed whole milk to about 80 ° C for about an hour and then letting it cool. A thick yellowish layer of clotted and fatty proteins forms on the surface, which is removed. The process is usually repeated to remove most of the fat.

With its composition without sulfates (SLS - Free), it foams naturally and produces a deep cleansing for the whole body.

Offers a cleansing experience, deep relaxation and hydration.

Formula Ingredients: Milk Lipids, Disodium Edta, Glycerin, Parfum, Sodium Palm Kernelate, Titanium Dioxide

Usage Tip
Apply on damp face and neck, making delicate circular movements for approximately 1 minute. Rinse thoroughly avoiding contact with eyes. For best results we recommend regular use at least twice a week.

Content: 100g.",Localização,Novo,1.0,1,
